time,from,to
7532,0,1549
7533,0,1936
7534,0,1088
7535,0,-161
7536,0,-618
7537,0,-148
7538,0,1949
7539,0,4699
7540,0,6180
7541,0,6400
7542,0,7636
7543,0,8171
7544,0,8054
7545,0,7395
7546,0,7132
7547,0,3627
7548,0,1039
7549,0,-371
7550,0,271
7551,0,-120
7552,0,-123
7553,0,739
7554,0,897
7555,0,964
7556,0,431
7557,0,567
7558,0,-42
7559,0,-271
7560,0,111
7561,0,338
7562,0,516
7563,0,967
7564,0,2105
7565,0,2386
7566,0,2062
7567,0,46
7568,0,-891
7569,0,1568
7570,0,12
7571,0,678
7572,0,-223
7573,0,951
7574,0,1107
7575,0,-231
7576,0,-546
7577,0,-1455
7578,0,-282
7579,0,426
7580,0,1076
7581,0,3492
7582,0,-112
7583,0,118
7584,0,2
7585,0,964
7586,0,187
7587,0,542
7588,0,927
7589,0,1049
7590,0,1220
7591,0,593
7592,0,1093
7593,0,-1055
7594,0,-627
7595,0,1549
7596,0,-31
7597,0,246
7598,0,-44
7599,0,-1259
7600,0,-576
7601,0,-624
7602,0,-240
7603,0,113
7604,0,741
7605,0,1186
7606,0,2722
7607,0,-296
7608,0,280
7609,0,23
7610,0,111
7611,0,590
7612,0,1436
7613,0,1339
7614,0,1255
7615,0,163
7616,0,1827
7617,0,80
7618,0,-376
7619,0,20
7620,0,-362
7621,0,-861
7622,0,345
7623,0,-580
7624,0,-214
7625,0,82
7626,0,-341
7627,0,932
7628,0,920
7629,0,1679
7630,0,2221
7631,0,-390
7632,0,-798
7633,0,703
7634,0,543
7635,0,1054
7636,0,1768
7637,0,2431
7638,0,1007
7639,0,562
7640,0,2103
7641,0,734
7642,0,-198
7643,0,80
7644,0,276
7645,0,853
7646,0,631
7647,0,-674
7648,0,-219
7649,0,-157
7650,0,227
7651,0,845
7652,0,364
7653,0,2061
7654,0,1589
7655,0,760
7656,0,-450
7657,0,231
7658,0,-729
7659,0,431
7660,0,1388
7661,0,945
7662,0,-140
7663,0,294
7664,0,1025
7665,0,341
7666,0,176
7667,0,-450
7668,0,-515
7669,0,164
7670,0,484
7671,0,-1024
7672,0,210
7673,0,-74
7674,0,485
7675,0,888
7676,0,212
7677,0,792
7678,0,1284
7679,0,261
7680,0,-842
7681,0,927
7682,0,178
7683,0,914
7684,0,994
7685,0,2298
7686,0,819
7687,0,1268
7688,0,1569
7689,0,1396
7690,0,1641
7691,0,1334
7692,0,455
7693,0,322
7694,0,1595
7695,0,-122
7696,0,185
7697,0,-333
7698,0,-307
7699,0,414
7700,0,932
7701,0,2318
7702,0,1344
7703,0,11
7704,0,-1078
7705,0,-312
7706,0,477
7707,0,1741
7708,0,4219
7709,0,4930
7710,0,4791
7711,0,6337
7712,0,4955
7713,0,3537
7714,0,3278
7715,0,2094
7716,0,152
7717,0,-394
7718,0,1191
7719,0,-306
7720,0,-311
7721,0,-736
7722,0,-1893
7723,0,-347
7724,0,965
7725,0,1460
7726,0,1445
7727,0,-414
7728,0,-217
7729,0,-940
7730,0,285
7731,0,844
7732,0,2120
7733,0,1122
7734,0,531
7735,0,-1844
7736,0,1287
7737,0,315
7738,0,-408
7739,0,-4
7740,0,-18
7741,0,149
7742,0,304
7743,0,57
7744,0,-222
7745,0,-103
7746,0,-283
7747,0,150
7748,0,591
7749,0,496
7750,0,463
7751,0,397
7752,0,-14
7753,0,478
7754,0,-1393
7755,0,-134
7756,0,1022
7757,0,681
7758,0,-247
7759,0,1369
7760,0,1534
7761,0,144
7762,0,-473
7763,0,-242
7764,0,-146
7765,0,-375
7766,0,-243
7767,0,-599
7768,0,-519
7769,0,-433
7770,0,-36
7771,0,338
7772,0,178
7773,0,684
7774,0,-121
7775,0,-444
7776,0,-260
7777,0,-708
7778,0,-941
7779,0,-385
7780,0,-644
7781,0,136
7782,0,1250
7783,0,1279
7784,0,888
7785,0,-77
7786,0,-659
7787,0,-615
7788,0,-296
7789,0,-151
7790,0,-192
7791,0,-418
7792,0,-124
7793,0,302
7794,0,112
7795,0,749
7796,0,453
7797,0,545
7798,0,639
7799,0,-1181
7800,0,-423
7801,0,1051
7802,0,-353
7803,0,208
7804,0,154
7805,0,25
7806,0,103
7807,0,942
7808,0,1168
7809,0,205
7810,0,168
7811,0,162
7812,0,108
7813,0,323
7814,0,564
7815,0,909
7816,0,309
7817,0,244
7818,0,355
7819,0,974
7820,0,778
7821,0,686
7822,0,20
7823,0,63
7824,0,415
7825,0,581
7826,0,3
7827,0,668
7828,0,733
7829,0,1024
7830,0,113
7831,0,863
7832,0,1331
7833,0,636
7834,0,-374
7835,0,-292
7836,0,-631
7837,0,430
7838,0,-96
7839,0,175
7840,0,-239
7841,0,7
7842,0,159
7843,0,782
7844,0,397
7845,0,537
7846,0,762
7847,0,-95
7848,0,74
7849,0,767
7850,0,-298
7851,0,304
7852,0,713
7853,0,758
7854,0,1452
7855,0,1201
7856,0,1054
7857,0,1224
7858,0,686
7859,0,375
7860,0,57
7861,0,339
7862,0,144
7863,0,108
7864,0,470
7865,0,803
7866,0,1051
7867,0,752
7868,0,247
7869,0,613
7870,0,594
7871,0,-932
7872,0,-281
7873,0,487
7874,0,567
7875,0,2229
7876,0,3933
7877,0,5835
7878,0,6269
7879,0,6168
7880,0,3205
7881,0,1413
7882,0,1802
7883,0,1131
7884,0,-441
7885,0,-659
7886,0,446
7887,0,-750
7888,0,-1209
7889,0,-55
7890,0,-22
7891,0,545
7892,0,871
7893,0,2205
7894,0,1662
7895,0,-312
7896,0,-1591
7897,0,-492
7898,0,1785
7899,0,3602
7900,0,4772
7901,0,5326
7902,0,6568
7903,0,6582
7904,0,4493
7905,0,1381
7906,0,-2
7907,0,-489
7908,0,-611
7909,0,-603
7910,0,-207
7911,0,-352
7912,0,-331
7913,0,259
7914,0,639
7915,0,638
7916,0,377
7917,0,361
7918,0,-129
7919,0,-496
7920,0,-700
7921,0,-508
7922,0,-71
7923,0,18
7924,0,1691
7925,0,1986
7926,0,773
7927,0,29
7928,0,1851
7929,0,646
7930,0,-85
7931,0,-33
7932,0,-527
7933,0,-52
7934,0,-1
7935,0,-683
7936,0,135
7937,0,412
7938,0,-8
7939,0,957
7940,0,103
7941,0,1622
7942,0,1552
7943,0,-570
7944,0,-265
7945,0,206
7946,0,-134
7947,0,770
7948,0,2123
7949,0,2238
7950,0,2119
7951,0,1099
7952,0,459
7953,0,139
7954,0,205
7955,0,263
7956,0,-959
7957,0,177
7958,0,-181
7959,0,-497
7960,0,-1079
7961,0,477
7962,0,192
7963,0,84
7964,0,1529
7965,0,2292
7966,0,-694
7967,0,-206
7968,0,-229
7969,0,-843
7970,0,-564
7971,0,979
7972,0,1950
7973,0,2774
7974,0,2285
7975,0,-84
7976,0,1664
7977,0,107
7978,0,585
7979,0,-351
7980,0,-634
7981,0,93
7982,0,255
7983,0,-69
7984,0,-579
7985,0,-1215
7986,0,-130
7987,0,271
7988,0,345
7989,0,2072
7990,0,2108
7991,0,-484
7992,0,8
7993,0,-286
7994,0,-821
7995,0,-899
7996,0,66
7997,0,593
7998,0,820
7999,0,562
8000,0,-431
8001,0,-264
8002,0,-87
8003,0,-1207
8004,0,-570
8005,0,-915
8006,0,-265
8007,0,-424
8008,0,-332
8009,0,705
8010,0,824
8011,0,393
8012,0,180
8013,0,1200
8014,0,2485
8015,0,1119
8016,0,-727
8017,0,67
8018,0,-520
8019,0,295
8020,0,280
8021,0,866
8022,0,1131
8023,0,1548
8024,0,1705
8025,0,1060
8026,0,-516
8027,0,320
8028,0,-121
8029,0,-284
8030,0,872
8031,0,89
8032,0,-373
8033,0,510
8034,0,24
8035,0,940
8036,0,853
8037,0,519
8038,0,266
8039,0,-211
8040,0,-287
8041,0,-714
8042,0,-645
8043,0,2042
8044,0,3329
8045,0,5055
8046,0,5422
8047,0,5342
8048,0,4841
8049,0,4582
8050,0,3952
8051,0,2218
8052,0,-877
8053,0,-344
8054,0,-98
8055,0,-443
8056,0,-324
8057,0,-495
8058,0,-510
8059,0,1165
8060,0,156
8061,0,522
8062,0,-176
8063,0,234
8064,0,-340
8065,0,57
8066,0,906
8067,0,3208
8068,0,4799
8069,0,5133
8070,0,5044
8071,0,4621
8072,0,892
8073,0,472
8074,0,-27
8075,0,-287
8076,0,-197
8077,0,-55
8078,0,238
8079,0,-335
8080,0,-178
8081,0,98
8082,0,-1387
8083,0,618
8084,0,1781
8085,0,686
8086,0,508
8087,0,339
8088,0,483
8089,0,873
8090,0,-368
8091,0,118
8092,0,441
8093,0,574
8094,0,390
8095,0,1319
8096,0,-1161
8097,0,153
8098,0,66
8099,0,-139
8100,0,-428
8101,0,1144
8102,0,2
8103,0,-1483
8104,0,-1007
8105,0,-528
8106,0,79
8107,0,624
8108,0,400
8109,0,1874
8110,0,929
8111,0,-213
8112,0,-915
8113,0,399
8114,0,-449
8115,0,280
8116,0,1075
8117,0,970
8118,0,1184
8119,0,324
8120,0,415
8121,0,943
8122,0,-643
8123,0,-613
8124,0,-859
8125,0,-290
8126,0,-119
8127,0,-778
8128,0,-291
8129,0,250
8130,0,927
8131,0,1064
8132,0,1300
8133,0,362
8134,0,995
8135,0,-904
8136,0,-582
8137,0,-240
8138,0,-1141
8139,0,-185
8140,0,803
8141,0,1888
8142,0,2308
8143,0,471
8144,0,711
8145,0,730
8146,0,1608
8147,0,262
8148,0,-333
8149,0,-277
8150,0,211
8151,0,-163
8152,0,-286
8153,0,665
8154,0,1961
8155,0,2230
8156,0,1732
8157,0,807
8158,0,1315
8159,0,-270
8160,0,-636
8161,0,901
8162,0,-308
8163,0,1335
8164,0,3040
8165,0,3423
8166,0,3458
8167,0,3741
8168,0,3189
8169,0,2878
8170,0,795
8171,0,-439
8172,0,-721
8173,0,600
8174,0,1162
8175,0,1587
8176,0,1389
8177,0,2181
8178,0,1804
8179,0,1343
8180,0,296
8181,0,713
8182,0,407
8183,0,-929
8184,0,-406
8185,0,385
8186,0,604
8187,0,1242
8188,0,3107
8189,0,3619
8190,0,4520
8191,0,4462
8192,0,3434
8193,0,1273
8194,0,2228
8195,0,2138
8196,0,660
8197,0,-54
8198,0,299
8199,0,709
8200,0,-447
8201,0,788
8202,0,2345
8203,0,2364
8204,0,1104
8205,0,500
8206,0,1087
8207,0,666
8208,0,-655
8209,0,-682
8210,0,-733
8211,0,174
8212,0,1045
8213,0,1497
8214,0,2507
8215,0,2904
8216,0,2660
8217,0,2144
8218,0,1874
8219,0,793
8220,0,-708
8221,0,-393
8222,0,141
8223,0,-29
8224,0,327
8225,0,973
8226,0,1674
8227,0,2214
8228,0,220
8229,0,908
8230,0,578
8231,0,-417
8232,0,-1200
8233,0,28
8234,0,-624
8235,0,275
8236,0,1436
8237,0,1576
8238,0,1429
8239,0,1789
8240,0,1919
8241,0,601
8242,0,-786
8243,0,-422
8244,0,-605
8245,0,-70
8246,0,321
8247,0,-67
8248,0,-342
8249,0,10
8250,0,-369
8251,0,53
8252,0,1217
8253,0,1312
8254,0,252
8255,0,-744
8256,0,-1364
8257,0,59
8258,0,-1268
8259,0,249
8260,0,-268
8261,0,-4
8262,0,171
8263,0,-392
8264,0,639
8265,0,-690
8266,0,-228
8267,0,368
8268,0,244
8269,0,1247
8270,0,-525
8271,0,-509
8272,0,-1963
8273,0,-313
8274,0,427
8275,0,259
8276,0,218
8277,0,3115
8278,0,1527
8279,0,-504
8280,0,129
8281,0,442
8282,0,-1305
8283,0,-565
8284,0,-617
8285,0,-91
8286,0,-775
8287,0,-1698
8288,0,610
8289,0,556
8290,0,-263
8291,0,-226
8292,0,-5
8293,0,-102
8294,0,863
8295,0,-558
8296,0,-988
8297,0,98
8298,0,293
8299,0,922
8300,0,337
8301,0,423
8302,0,786
8303,0,-191
8304,0,-1325
8305,0,-316
8306,0,-410
8307,0,494
8308,0,1812
8309,0,3215
8310,0,3056
8311,0,2766
8312,0,2648
8313,0,361
8314,0,-330
8315,0,-259
8316,0,-149
8317,0,-966
8318,0,-306
8319,0,-512
8320,0,-307
8321,0,-533
8322,0,-156
8323,0,467
8324,0,-104
8325,0,575
8326,0,128
8327,0,-1058
8328,0,-733
8329,0,-868
8330,0,-1163
8331,0,-714
8332,0,501
8333,0,896
8334,0,928
8335,0,1367
8336,0,1266
8337,0,-133
8338,0,-227
8339,0,-700
8340,0,-998
8341,0,-824
8342,0,36
8343,0,-568
8344,0,743
8345,0,1465
8346,0,1658
8347,0,1189
8348,0,87
8349,0,613
8350,0,395
8351,0,-250
8352,0,-702
8353,0,636
8354,0,-1095
8355,0,-622
8356,0,-277
8357,0,343
8358,0,843
8359,0,958
8360,0,2012
8361,0,1561
8362,0,1783
8363,0,798
8364,0,-621
8365,0,-693
8366,0,34
8367,0,318
8368,0,-745
8369,0,-132
8370,0,701
8371,0,859
8372,0,315
8373,0,1949
8374,0,751
8375,0,-934
8376,0,-1510
8377,0,-1374
8378,0,230
8379,0,478
8380,0,2869
8381,0,4685
8382,0,4395
8383,0,3019
8384,0,2791
8385,0,2083
8386,0,2549
8387,0,2984
8388,0,2030
8389,0,1448
8390,0,674
8391,0,236
8392,0,-665
8393,0,235
8394,0,88
8395,0,1289
8396,0,935
8397,0,1218
8398,0,1295
8399,0,-1129
8400,0,-461
8401,0,-1047
8402,0,-422
8403,0,1689
8404,0,3562
8405,0,4504
8406,0,3745
8407,0,901
8408,0,1156
8409,0,518
8410,0,279
8411,0,108
8412,0,-98
8413,0,-166
8414,0,-16
8415,0,-170
8416,0,-191
8417,0,146
8418,0,1176
8419,0,810
8420,0,89
8421,0,797
8422,0,2484
8423,0,-533
8424,0,-781
8425,0,549
8426,0,-938
8427,0,-147
8428,0,1676
8429,0,1942
8430,0,1976
8431,0,1868
8432,0,2159
8433,0,818
8434,0,-714
8435,0,-470
8436,0,-338
8437,0,-73
8438,0,-70
8439,0,-625
8440,0,344
8441,0,-278
8442,0,174
8443,0,560
8444,0,825
8445,0,2202
8446,0,677
8447,0,-842
8448,0,50
8449,0,155
8450,0,-358
8451,0,-215
8452,0,1192
8453,0,2092
8454,0,3210
8455,0,2058
8456,0,1181
8457,0,703
8458,0,-201
8459,0,-238
8460,0,-1367
8461,0,-576
8462,0,3
8463,0,-1025
8464,0,445
8465,0,1079
8466,0,911
8467,0,357
8468,0,1229
8469,0,2934
8470,0,870
8471,0,-853
8472,0,-632
8473,0,-338
8474,0,-30
8475,0,498
8476,0,2634
8477,0,1836
8478,0,953
8479,0,1604
8480,0,710
8481,0,178
8482,0,788
8483,0,1170
8484,0,-1329
8485,0,-705
8486,0,299
8487,0,-480
8488,0,-478
8489,0,138
8490,0,174
8491,0,499
8492,0,1271
8493,0,1113
8494,0,145
8495,0,-1126
8496,0,-1079
8497,0,-98
8498,0,-371
8499,0,2
8500,0,793
8501,0,1675
8502,0,2005
8503,0,2097
8504,0,2015
8505,0,1667
8506,0,-78
8507,0,-548
8508,0,-717
8509,0,-757
8510,0,-354
8511,0,-565
8512,0,-142
8513,0,-146
8514,0,1032
8515,0,1555
8516,0,20
8517,0,427
8518,0,-78
8519,0,-708
8520,0,-1271
8521,0,-984
8522,0,-301
8523,0,422
8524,0,1379
8525,0,1886
8526,0,1667
8527,0,1593
8528,0,2498
8529,0,1758
8530,0,1435
8531,0,809
8532,0,-490
8533,0,-930
8534,0,-259
8535,0,-302
8536,0,-230
8537,0,-49
8538,0,816
8539,0,150
8540,0,715
8541,0,501
8542,0,401
8543,0,139
8544,0,-835
8545,0,-1022
8546,0,-786
8547,0,367
8548,0,713
8549,0,1561
8550,0,1730
8551,0,2074
8552,0,2641
8553,0,2837
8554,0,2617
8555,0,1919
8556,0,61
8557,0,-780
8558,0,-103
8559,0,-30
8560,0,-666
8561,0,40
8562,0,777
8563,0,1496
8564,0,282
8565,0,626
8566,0,-648
8567,0,167
8568,0,-1003
8569,0,-973
8570,0,-400
8571,0,-146
8572,0,840
8573,0,1722
8574,0,1348
8575,0,1985
8576,0,2694
8577,0,1923
8578,0,510
8579,0,-6
8580,0,-40
8581,0,-81
8582,0,84
8583,0,-135
8584,0,-200
8585,0,-1
8586,0,-795
8587,0,1525
8588,0,739
8589,0,165
8590,0,493
8591,0,566
8592,0,-729
8593,0,-2
8594,0,754
8595,0,393
8596,0,467
8597,0,1164
8598,0,1138
8599,0,1706
8600,0,1465
8601,0,1729
8602,0,2249
8603,0,2460
8604,0,1695
8605,0,1075
8606,0,797
8607,0,210
8608,0,823
8609,0,1171
8610,0,1954
8611,0,1824
8612,0,1087
8613,0,757
8614,0,-534
8615,0,284
8616,0,-297
8617,0,194
8618,0,474
8619,0,824
8620,0,1760
8621,0,2452
8622,0,2593
8623,0,3409
8624,0,2434
8625,0,1315
8626,0,-53
8627,0,-54
8628,0,-3011
8629,0,-313
8630,0,96
8631,0,-133
8632,0,-195
8633,0,-7
8634,0,-163
8635,0,-158
8636,0,941
8637,0,1131
8638,0,360
8639,0,156
8640,0,-703
8641,0,380
8642,0,-385
8643,0,328
8644,0,1418
8645,0,1584
8646,0,1258
8647,0,713
8648,0,333
8649,0,885
8650,0,-525
8651,0,422
8652,0,-136
8653,0,-52
8654,0,-158
8655,0,374
8656,0,-1145
8657,0,-1691
8658,0,-749
8659,0,707
8660,0,1032
8661,0,2194
8662,0,634
8663,0,373
8664,0,-851
8665,0,1112
8666,0,-1127
8667,0,-142
8668,0,-18
8669,0,578
8670,0,736
8671,0,962
8672,0,1277
8673,0,417
8674,0,-535
8675,0,36
8676,0,-254
8677,0,-1179
8678,0,184
8679,0,-899
8680,0,-1388
8681,0,-1286
8682,0,-273
8683,0,115
8684,0,634
8685,0,2675
8686,0,1337
8687,0,182
8688,0,-285
8689,0,-454
8690,0,-1164
8691,0,224
8692,0,2068
8693,0,3876
8694,0,4574
8695,0,5245
8696,0,4457
8697,0,3367
8698,0,3417
8699,0,1342
8700,0,-826
8701,0,-1005
8702,0,-85
8703,0,-383
8704,0,-1343
8705,0,-307
8706,0,425
8707,0,2121
8708,0,242
8709,0,770
8710,0,373
8711,0,63
8712,0,-942
8713,0,-969
8714,0,-251
8715,0,1060
8716,0,2297
8717,0,3800
8718,0,4129
8719,0,4016
8720,0,3689
8721,0,3480
8722,0,2108
8723,0,669
8724,0,-827
8725,0,-337
8726,0,-66
8727,0,-363
8728,0,-565
8729,0,138
8730,0,965
8731,0,2076
8732,0,613
8733,0,731
8734,0,-319
8735,0,52
8736,0,-894
8737,0,-1625
8738,0,-1351
8739,0,-410
8740,0,481
8741,0,1067
8742,0,1043
8743,0,1517
8744,0,1854
8745,0,1195
8746,0,563
8747,0,-1
8748,0,-1103
8749,0,-764
8750,0,-129
8751,0,-614
8752,0,-164
8753,0,161
8754,0,597
8755,0,1816
8756,0,421
8757,0,551
8758,0,-156
8759,0,-693
8760,0,-955
8761,0,609
