Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
5000,212.9035536,218.069279,225.9854263,681.395057,1081.445262,438.8678481,819.6560364,671.5198804,235.8804936,172.4176708,5632.127859,2709.91672,2188.329937,2188.434213,678.7561129,3214.027761,298.2177305,333.6308139,14.11266515,329.2058966,72.07738961,311.8638739,7924.81092,3114.216509,1021.029535,2518.013778,668.0365496,558.2032295,55.75846751,10492.60372,7412.185584,165.3395873,6785.682474
5001,284.0991616,247.0592501,361.4431082,935.7831098,1418.763035,635.1656479,1008.438145,887.4597971,357.1646539,204.5251715,7167.142237,4589.94393,3170.750389,2880.223211,934.1216626,4654.537948,421.9869664,465.4055466,33.54702089,431.7271987,96.49794427,499.635892,10523.56234,3892.958284,2320.019408,3207.496086,965.8006821,705.0190825,101.1551395,20590.64597,9934.245138,287.8601692,8477.014602
5002,341.0108821,342.8471072,417.4432886,1146.302063,1681.049965,814.8710507,1136.231192,982.1874695,455.3650291,227.8671676,8293.312655,6497.641689,3969.407637,3418.432374,1124.253524,5917.417459,540.7287072,563.472695,35.46308414,512.1668515,116.0793088,653.0435367,13229.49006,4337.586412,3614.930959,3883.380378,1257.481226,812.8990549,137.6971121,30271.04035,12038.97025,462.1879281,9799.977089
5003,379.8041537,497.7868661,459.7080512,1272.717,1847.945981,945.7175575,1196.724408,996.0327813,518.8271599,209.5909925,8853.094314,8143.069601,4578.771572,3759.52685,1292.262239,6838.251901,679.4653454,574.1597929,42.70083798,565.3386734,129.5555346,741.4702824,15351.96159,4459.932955,4761.916427,4301.01851,1433.522975,835.994754,158.6739278,38548.96399,13301.55162,558.620395,10578.07675
5004,395.5782779,523.8948762,444.8679194,1330.760352,1852.440214,993.7072278,1177.837182,1043.83371,531.5405525,235.3319,8890.811952,9038.666967,5028.942779,3836.81873,1296.495394,7340.222276,669.6473285,502.3256748,53.02593625,584.1183938,135.3952324,797.773627,16346.55943,4480.653851,5659.319774,4376.480239,1502.71396,827.0623209,175.9013829,44721.28623,13685.3001,649.1392985,10730.38122
5005,387.9798387,500.1896234,502.9893187,1324.941894,1700.865943,985.8421373,1085.474589,1119.082433,509.5797648,202.2471861,8525.555628,9158.579441,5377.565029,3666.266264,1270.66183,7449.740451,503.6832321,406.3878212,59.55710199,568.2637517,132.9041725,901.0097913,16528.89459,4136.518659,6235.928986,4176.245827,1470.631743,766.3122476,230.7939849,48300.00776,13163.86145,731.3596346,10268.84203
5006,357.2680078,490.6958016,472.1665371,1226.687163,1419.633588,918.3509679,919.4563204,1130.912263,461.8299668,179.8105013,7670.444545,8365.230794,5377.415399,3276.397694,1211.193926,7114.355272,388.7248765,350.2173039,56.88352537,518.5463934,122.4907253,962.5957513,15493.84546,3628.59968,6436.764123,3759.556169,1302.157934,657.0126138,231.38212,48978.6288,11854.25601,666.0568068,9064.858353
5007,306.8709181,449.4680011,369.0038887,1062.339271,1140.447035,793.8133572,707.8427552,1028.996846,381.5367247,139.1433971,6345.487888,6951.177254,4864.129764,2725.179317,1096.658787,6356.23532,286.6750338,306.5476623,45.04340035,440.5921599,105.7883727,873.5315548,13560.88674,3177.379988,6259.317793,3134.574911,1076.604091,629.3006333,201.8610093,46735.22678,10221.91842,612.4031206,7419.047636
5008,240.0988976,333.0456152,318.8192926,841.40735,838.0493458,682.678646,464.957082,838.015724,315.2282145,90.79435125,4972.201677,5455.440616,3920.834444,2044.579916,880.0685746,5251.852887,199.0123215,260.4353328,24.75604635,339.0219568,83.51176303,646.128225,10978.59276,2639.414572,5708.493117,2303.179646,851.6125032,562.9290821,156.0926686,41756.17166,8630.972199,542.4192778,5458.708323
5009,162.8245382,233.6183425,305.850622,604.7288746,520.4714858,501.4310686,218.3920059,639.401671,243.9550889,58.30371109,3565.214545,3940.8256,2792.766362,1294.14488,664.8175786,3885.639014,137.5491959,198.5057277,15.80911317,223.0327329,57.40668013,509.7446259,8504.808556,1916.403137,4837.310815,1434.793907,579.5490042,402.0452424,107.6940574,34482.38939,6837.401895,393.6324178,3279.760494
5010,82.90839587,147.3566566,201.8414181,333.6810146,214.0412068,288.0186354,31.39525809,401.582843,158.1496038,31.66443416,2365.166113,2726.926375,1759.909178,559.0665724,413.7892697,2383.727963,81.31197528,142.6817447,12.92546982,106.3369142,30.35724051,410.0802417,6081.139426,1122.908993,3703.755638,658.0163058,302.4928016,230.9450812,67.11274086,25384.13538,5048.21436,217.1666098,1286.99231
5011,16.09374157,61.18143475,121.1397313,98.12380685,20.83037903,97.99157004,0,157.606255,86.11464066,12.79096285,1378.262205,1602.627375,811.065374,58.7307139,132.4419005,949.1803275,29.27154057,59.93421164,3.570345141,16.61655323,7.156713069,266.3175958,3847.060678,449.9446044,2414.645608,109.1845426,68.74923396,77.45389471,26.58059895,15365.72683,3167.116337,85.9903152,147.1554637
5012,0,4.776975874,55.62612334,0.892303809,0,3.192346191,0,13.52980055,29.02369517,1.443836916,603.5684745,554.8581039,205.6629545,0,2.491197393,98.27237399,2.406181526,3.654533724,0.969581472,0,1.93E-05,98.62325866,2023.415191,40.21918883,1108.882219,0.001829773,0.043262217,2.062475353,2.052468699,5782.915452,1566.124348,15.40728116,0.029296242
5013,0,0,3.035356454,0,0,0,0,0,1.37824,0,162.3130462,26.78118096,2.810691129,0,0,0,0,0,0.023583619,0,0,5.16060775,679.1295227,0,134.2746838,0,0,0,0,333.3800612,438.3568797,0.000126557,0
5014,0,0,0,0,0,0,0,0,0,0,14.03308535,0,0,0,0,0,0,0,0,0,0,0,78.92771617,0,0,0,0,0,0,0,19.54191486,0,0
5015,0,0,0,0,0,0,0,0,0,0,1.04E-05,0,0,0,0,0,0,0,0,0,0,0,0.768176675,0,0,0,0,0,0,0,7.81E-06,0,0
5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007210185,0,0,0,0,0,0,0,0,0,0
5017,0,0,0,0,0,0,0,0,0,0,1.057343249,0,0,0,0,0,0,0,0,0,0,0,8.49213628,0,0,0,0,0,0,0,0,0,0
5018,0,0,0,0,0,0,0,0,0,0,33.89256136,0,0,0,0,0,0,0,0,0,0,0,94.15385252,0,0,0,0,0,0,0,1.851896939,0,0
5019,0,0,0,0,0,0,0,0,0,0.010788913,233.4994823,0,0,0,0,0,0,0,0,0,0,0,352.6082629,0,0,0,0,0,0,0,81.8953314,0,0.268741074
5020,0,0,0,0,0.007359746,0,0.68379287,0,0,6.740559271,651.1072851,0,0,0,0,0,12.22901031,10.76105165,0,0,0,0,896.5015399,1.994945358,0,1.673065846,0,0.000601706,0,0,431.5007112,0,270.4776603
5021,4.784377846,1.313624969,0.000565816,10.76766598,69.21706937,6.167774587,94.24737188,12.96757729,7.12969614,25.91228913,1203.910744,0.000348226,31.05931031,62.11585252,30.67167349,4.188092101,81.40893562,99.30169165,3.00E-06,10.72163219,1.432508512,0.456812848,1877.817992,176.7108938,0,240.6739134,32.54942782,7.677413417,0.845225177,0,1192.449809,0.004552002,1805.951626
5022,57.79525987,22.61301784,26.98762607,170.4456915,346.2995792,113.3204633,324.6101153,144.7547379,63.46051143,54.83238173,1776.111471,108.8663891,551.0752046,598.0657693,210.7491737,448.2995973,194.5029664,239.0152526,1.686912264,92.57289552,18.67028995,62.81023538,3280.698231,737.9613775,0,952.1879393,248.0554751,36.19559108,19.87814689,6.918264916,2269.08337,32.7137088,4052.147902
5023,137.0487476,76.25415452,134.8235845,432.7454345,707.295018,297.4504352,579.7905163,389.727719,156.1652066,93.76685738,2279.589009,1082.892924,1581.780327,1377.721758,454.1099034,1759.41641,343.1490069,397.0654218,8.619356389,208.3759373,45.0636824,261.1336002,4479.866725,1551.269147,94.43693808,1793.85411,543.9077188,93.5006988,57.32682757,2085.253098,3979.221765,131.2141699,6416.495103
5024,217.2446774,160.4663939,278.2829244,705.8787125,1079.271707,507.606777,815.2159605,663.6764971,288.9278274,127.8662912,2915.616754,2679.743127,2800.420258,2162.635394,695.7881554,3280.116939,505.8588603,546.9912585,17.00585699,324.6657444,72.00592477,500.8717238,6013.348708,2580.202029,980.954378,2609.202749,851.4663171,173.0004113,93.56247977,10054.24413,5894.642518,168.6171877,8540.127703
5025,289.1765683,256.0725205,421.2236788,956.2701064,1412.125063,710.2975915,1005.440531,924.8676359,452.7601331,150.7295509,3524.010432,4440.032986,3919.90039,2858.868858,935.3125601,4734.751576,643.7375742,680.0472314,29.19927606,428.3445161,96.39585165,753.4461299,8089.872362,3679.599014,2286.56042,3299.885166,1129.489709,247.8620139,147.3850028,19981.89258,7712.186929,269.5700378,10134.75815
5026,346.3592408,334.2147618,538.5459888,1158.663932,1668.677222,871.3146419,1132.670116,1153.892,539.104666,163.1488524,3902.045106,6157.660735,4729.662186,3400.121174,1142.014666,5966.660274,725.3259325,743.642413,44.38773751,509.5109522,115.9363791,959.1288421,10249.17554,4499.818974,3587.100918,3795.24975,1350.804156,339.4967726,193.447411,29597.0929,8705.261345,407.2217779,10845.15217
5027,384.045143,453.4178998,624.5120623,1292.074199,1816.334001,986.711363,1189.10641,1302.916282,593.7935615,172.1725504,3946.492542,7795.801297,4867.816106,3740.943753,1326.457982,6860.855161,743.5680922,774.4600265,57.43097201,561.6778392,129.06549,1009.795889,11371.96747,4851.578365,4735.09645,4076.714159,1493.807856,463.8529158,209.6456298,37868.40828,9023.374425,519.6771987,10710.32503
5028,399.053533,551.8840695,647.8748738,1327.521599,1842.124153,1011.442236,1166.928569,1368.812034,626.0955222,170.5351463,3902.24278,9138.258944,4987.025948,3843.208304,1505.84415,7365.506051,694.503766,825.0909993,63.51654165,580.7716017,134.6601656,1083.123279,11277.37374,4801.643507,5625.708516,4125.29924,1542.454078,626.1468889,205.2754598,44057.7714,9123.045422,634.6379415,10142.7868
5029,390.5597739,550.1493959,661.6858994,1288.223472,1740.193203,999.4272937,1071.275361,1367.160795,633.837197,143.7238799,3821.0042,9986.049784,4758.742568,3659.270151,1544.087422,7447.028888,655.4850467,775.6930161,65.68086558,565.4014818,132.4141279,1138.778891,10851.99884,4655.746562,6183.121445,3919.306239,1503.681037,757.846683,192.4181747,47547.93093,8792.110228,596.7760062,9095.55766
5030,359.2706972,520.4372497,681.1171051,1198.150358,1529.268938,940.0255312,911.6129376,1274.039842,590.7110965,111.0656754,3354.102356,10092.60178,4612.45648,3228.387002,1500.202961,7044.682587,651.1797866,678.1941834,63.83482458,516.5006332,122.5111438,1088.074831,9799.015714,4353.567204,6359.136429,3512.682015,1370.370597,812.9562225,173.3282921,47922.9317,7833.745155,480.6583586,7733.328177
5031,307.942946,464.183425,645.4134197,1046.136091,1225.761292,827.3346256,699.6387571,1074.531369,534.7650666,98.74919371,2882.742535,9546.632347,4411.888674,2623.165747,1353.002354,6225.935394,580.6443557,570.8456878,56.95991328,437.3620121,105.7475356,1011.239406,7968.619542,3693.487246,6126.019866,2956.910303,1167.171977,750.8388915,152.661881,45381.27477,6469.586834,410.5098794,6146.455853
5032,240.4640939,389.3814853,567.1089371,840.8047913,876.5332577,667.4531766,457.4630453,780.2142792,459.095522,85.90678173,2486.411351,8267.641898,3985.325015,1962.58213,1088.337355,5046.922876,496.5399961,469.2630224,49.81764431,338.088803,83.40967041,822.0769479,6322.966998,2849.175548,5566.129997,2225.975823,908.8724576,605.4522278,125.5014789,40247.29379,4817.756661,371.3330773,4337.059721
5033,162.6537206,251.2346564,457.7170457,588.8552183,530.2379007,477.3100555,212.419315,529.078293,370.2970913,80.05147698,1959.718717,6505.064724,3093.151134,1241.321093,750.0222505,3624.697629,379.3780465,346.6054996,39.24428535,223.1314319,57.40668013,615.7290662,4763.532177,1963.820281,4702.97237,1401.246586,615.1959122,423.606945,96.05388507,32994.53425,3435.671834,277.9931059,2512.033415
5034,82.27813774,160.3783123,315.4693628,328.825427,211.6664779,282.1688867,29.53709761,313.2676019,264.2219413,57.95201238,1438.430306,4471.660662,1946.117092,538.0246605,422.6850072,2146.539923,229.271658,200.5463326,26.65301262,106.5545005,30.35213588,449.8079934,3391.096512,1180.794761,3576.944451,620.3123859,312.8045412,240.322945,60.5615702,24215.2598,2393.565469,170.9749597,941.4057437
5035,15.52604981,45.78453026,169.2963748,95.55054217,18.51227424,96.54541682,0,130.1858923,148.2782866,24.64452656,866.1497956,2410.89655,980.9565801,54.81574577,129.6537952,827.271996,87.79115252,69.03074155,13.93760953,16.31457927,6.981930504,275.472358,2233.647884,452.6574633,2334.332871,95.16010664,67.00313146,76.90181794,24.46911254,14667.74442,1432.205727,85.47463822,90.40922901
5036,0,3.999035701,65.55936745,0.676071743,0,2.621644004,0,11.46575394,49.62316969,2.275183776,359.7124549,816.5719119,242.30629,0,1.796135774,80.00947856,6.965899957,3.157669181,4.356516711,0,0,111.4954687,1176.632711,33.51151583,1061.490446,0.000397251,0.025918254,1.505851675,1.669578096,5486.362287,646.2345656,16.44914871,0.021512398
5037,0,0,2.668274012,0,0,0,0,0,2.513831904,0,75.60443547,41.37777807,1.428054909,0,0,0,0,0,0.057017332,0,0,6.08181239,360.1011691,0,121.1547001,0,0,0,0,290.5864721,140.4403356,6.05E-05,0
5038,0,0,0,0,0,0,0,0,0,0,3.40117956,0,0,0,0,0,0,0,0,0,0,0,32.19192151,0,0,0,0,0,0,0,2.733965698,0,0
5039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18324414,0,0,0,0,0,0,0,0,0,0
5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110814,0,0,0,0,0,0,0,0,0,0
5041,0,0,0,0,0,0,0,0,0,0,0.329418834,0,0,0,0,0,0,0,0,0,0,0,5.858061835,0,0,0,0,0,0,0,0,0,0
5042,0,0,0,0,0,0,0,0,0,0,18.62766154,0,0,0,0,0,0,0,0,0,0,0,71.85681757,0,0,0,0,0,0,0,0.352739369,0,0
5043,0,0,0,0,0,0,0,0,0,0.003951215,145.2210353,0,0,0,0,0,0,0,0,0,0,0,275.2386135,0,0,0,0,0,0,0,29.72666857,0,0.192302386
5044,0,0,0,0,0.020440765,0,0.542792964,0,0,10.1263998,540.0477185,0,0,0,0,0,11.48885147,6.680560865,0,0,0,0,660.6579022,1.667041365,0,1.172382043,0,5.38E-05,0,0,194.5979652,0,242.5866402
5045,4.417503997,2.996353558,3.81E-05,9.494954633,71.06237975,3.702732388,95.43627544,22.20522111,7.936404226,47.80546695,1212.469,0.000118546,25.40427775,59.19230256,16.39002273,3.446223319,77.85354514,70.13406058,0,10.27489378,1.290987722,0.562623196,1481.967934,207.5825218,0,178.6300214,27.64127141,18.68207195,0.165824669,0,563.2855459,0.002210351,1671.495613
5046,56.38937192,48.85701231,23.40151431,161.8774006,354.0641777,77.06426041,325.1848459,201.3633329,66.62641608,93.1916285,2205.28073,153.731069,553.1812128,589.7525261,126.8261111,402.9435902,167.5280834,195.7284221,2.753567484,91.35261746,18.0068921,86.75331851,2887.360213,929.6886871,0,717.5058246,225.440447,99.43887554,6.894233089,4.085346851,1111.68615,32.98074024,3767.35054
5047,135.1403024,163.1223316,115.2685584,408.6383781,729.5130704,213.1113165,575.1025174,466.5275136,161.9645876,126.1487491,3410.774203,1410.305892,1623.73841,1368.743937,292.7802108,1622.556519,278.9382607,375.3740697,12.28890395,206.6487055,44.28777849,307.0609011,4552.499878,1905.280096,79.87518057,1397.698771,505.2752417,200.3452808,22.30730791,1759.883426,1815.819717,148.0042584,5905.633092
5048,215.1182925,296.3771933,237.2583399,657.4621778,1118.987888,364.0303196,806.3358087,756.4817716,278.8850285,141.1435794,4778.280053,3349.201673,2817.247042,2154.122934,470.2367841,3027.614518,364.4292268,575.2217319,26.46204286,323.0955337,71.41378758,558.541483,6599.43538,2898.023694,880.5824398,2106.537627,792.5814485,351.3804817,34.33014374,8947.108541,2637.69472,310.8158307,7924.811871
5049,286.773341,434.0875408,345.0530165,889.4802381,1454.54279,488.1753767,993.8783027,1024.840419,395.9689112,162.7533915,5857.451039,5473.401687,3971.117229,2850.795616,688.381266,4407.185427,488.8034069,743.3929642,39.83629161,426.9447854,96.17124789,812.6221151,8918.529837,3740.132472,2088.301199,2815.798322,1048.705045,521.7112626,42.60923876,18066.42823,3483.004362,481.1077716,9592.588455
5050,343.7675251,547.266087,406.1504229,1087.948017,1707.960955,535.6780002,1119.958427,1246.223757,489.9592357,169.9958815,6274.755385,7371.588949,4931.49287,3393.313297,918.1623514,5589.626209,583.6939149,797.2311355,49.94495748,508.7034153,116.1201458,1037.790255,11165.14086,4301.230451,3420.531804,3416.755515,1254.242642,702.5561129,65.61789768,27027.72344,4325.380102,620.4925551,10838.48419
5051,381.5830131,638.9635134,430.5971143,1216.773189,1854.638362,510.9084326,1182.074412,1400.128907,524.6440697,161.7108129,6404.770657,8772.82921,5648.984952,3731.071809,1161.115929,6473.070575,662.2143154,756.8097444,57.69832968,561.7047571,129.5759531,1170.811816,12623.3732,4762.867727,4593.301808,3657.241988,1407.007073,835.9137666,99.36214457,34865.45506,4992.013452,713.6055952,11548.20618
5052,396.6974278,661.1157644,419.5939106,1238.022799,1877.044236,640.5001701,1160.798109,1480.392053,529.4737384,151.9452172,6447.877884,9755.140899,6045.686071,3815.108821,1391.766282,7054.193757,759.2528538,653.9869622,61.86147041,579.9281743,135.1910472,1164.149428,13266.70628,5065.028798,5489.334717,3810.018841,1485.475251,920.0453768,124.8316584,40768.55095,5390.353749,762.9787335,11691.03585
5053,388.121205,651.1296703,415.9533948,1184.112623,1752.511537,770.9681432,1053.605212,1477.437631,488.2724029,167.1028074,6134.309763,10194.18446,6163.803161,3597.382267,1467.917797,7024.99788,698.2892671,528.0509699,60.65199527,562.4135951,132.8020799,1222.984069,12987.31249,5075.514254,6075.232452,3657.406519,1475.062305,933.7465383,133.6618523,43944.23297,5400.899604,794.7224221,10817.65387
5054,356.9617141,607.2471159,383.858806,1028.059329,1462.70423,759.6471795,885.3105592,1388.278841,435.0785739,187.7932548,5884.36526,9928.406128,6021.981037,3170.985415,1400.825687,6563.845846,525.4073169,442.6147669,56.41246664,507.4113562,122.5111438,1179.115125,12099.01298,4786.972839,6214.935907,3290.020556,1378.467056,883.6201055,147.2134635,44285.66938,5223.717829,792.5954971,9434.485127
5055,305.6339629,540.6965967,396.9725596,884.6362308,1166.737755,674.2387449,680.0528387,1228.893846,372.5308131,152.9126256,5491.303901,9111.778169,5516.793565,2572.111903,1204.76949,5723.183633,467.5024887,395.7433433,48.58270654,428.102255,105.2574911,1057.131742,10753.88786,4178.51316,5826.848195,2700.977354,1180.688565,793.1857705,157.1790847,42007.76379,4830.190266,712.2173094,7691.568476
5056,238.0608666,415.331265,386.4062849,723.0798811,848.9475892,558.5335889,442.4411643,1004.819151,308.4329416,105.8218643,4784.476146,7887.234867,4566.510972,1869.112393,960.7315012,4567.121083,346.1893669,295.1639038,37.81201217,321.9694682,81.77618849,918.2415223,9101.17781,3367.354987,5219.54625,1987.969898,912.4596386,657.2651039,134.1111221,37078.59404,4285.99833,576.5924666,5513.073974
5057,160.2976154,280.6537834,319.1049221,521.465145,505.3184115,401.6173211,199.4822411,732.376926,245.3436186,67.17612735,3600.778515,6248.766979,3391.996348,1184.635848,672.8679981,3230.330776,226.2657218,195.7643712,30.36419159,208.7348426,54.99729431,764.8893976,7203.21362,2388.652114,4216.421232,1237.625311,595.7531665,485.6194688,93.86471582,30106.53121,3595.789863,437.3500714,3208.602341
5058,80.16942361,162.3795162,251.2321322,295.3128056,197.9862933,228.0457075,26.1876351,441.8378543,166.0132846,34.87025567,2378.18193,4465.642606,2184.841098,507.9155357,373.4542025,1848.03133,132.0562912,118.3364714,21.2644826,96.40758342,28.93815309,587.9352299,5102.443902,1393.285055,2977.101241,549.6520246,287.0196821,277.0221443,57.22378959,21740.89221,2652.440452,277.8128957,1209.44102
5059,14.54422545,63.8315355,159.0221983,81.40043916,16.05138558,75.81945912,0,173.9570542,86.42295818,13.33401886,1352.28725,2596.763765,1071.93253,48.41173019,113.7825517,626.7210043,51.76579039,43.15086092,11.0174273,13.59389577,6.34634269,362.0680329,3121.761302,525.6731251,1713.64327,80.62070654,54.89396678,84.75640414,23.37805672,12992.02361,1660.037385,114.2348295,128.3494402
5060,0,5.042178169,60.88272233,0.451832796,0,1.795540174,0,15.2954983,30.008976,1.110627993,574.3606214,920.4322966,256.6411813,0,1.54104274,49.99192353,3.503493152,1.588976109,3.49794214,0,0,134.9237631,1501.14577,38.01632458,623.7379417,2.64E-05,0.008224798,1.581434684,1.729246028,4633.680316,748.4101477,18.00656509,0.010469229
5061,0,0,2.34698016,0,0,0,0,0,1.554255144,0,129.1963685,43.7105858,1.959936842,0,0,0,0,0,0.036583949,0,0,6.312814972,437.4078692,0,55.710989,0,0,0,0,208.6458768,171.3594939,1.30E-05,0
5062,0,0,0,0,0,0,0,0,0,0,5.4140123,0,0,0,0,0,0,0,0,0,0,0,40.30314089,0,0,0,0,0,0,0,3.507189547,0,0
5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056517837,0,0,0,0,0,0,0,0,0,0
5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,0,0,0,0,0,0,0,0,0,0,0.081807274,0,0,0,0,0,0,0,0,0,0,0,2.181815382,0,0,0,0,0,0,0,0,0,0
5066,0,0,0,0,0,0,0,0,0,0,16.40527546,0,0,0,0,0,0,0,0,0,0,0,54.8861103,0,0,0,0,0,0,0,0.585152492,0,0
5067,0,0,0,0,0,0,0,0,0,0.000266605,183.7087956,0,0,0,0,0,0,0,0,0,0,0,244.5035823,0,0,0,0,0,0,0,61.66712205,0,0.117337765
5068,0,0,0,0,0.007667997,0,0.295740156,0,0,5.879242229,685.1165578,0,0,0,0,0,11.57475428,6.179458915,0,0,0,0,614.174859,1.766400813,0,0.514236796,0,5.42E-06,0,0,350.6866434,0,241.9915061
5069,3.807705103,3.553818822,0,5.979495618,63.82244214,1.614346853,61.22438648,17.56412852,7.757499092,31.37385212,1458.26079,9.85E-06,27.15183888,52.54051897,24.81548687,2.702198999,91.17528933,75.48619059,0,8.996150047,1.093030132,0.464326819,1408.554192,248.5086446,0,128.374287,19.84759563,24.55257848,0.235466391,0,1003.87106,0.000487065,1708.3398
5070,49.13138993,67.88012309,26.79630472,98.30559128,320.108777,32.67241341,207.6783507,181.26937,66.94311451,69.36259455,2387.797726,150.686492,586.4585594,541.2943549,179.5532392,297.1459545,208.2168204,198.7530811,2.19140344,84.00403121,15.77616836,96.0380055,2884.199744,992.7363287,0,556.5805959,177.3263534,133.8918371,11.75812606,3.054433563,2028.692408,38.27938214,3856.925617
5071,117.6933436,200.3930134,139.5153008,255.2875224,646.3997907,118.6633834,389.5434076,444.205439,164.8240639,111.2799433,3338.534952,1335.697733,1743.695315,1285.611505,434.1821656,1290.526951,328.0690976,345.3297473,12.8586304,195.2355166,39.41796052,358.0766047,5050.683657,1878.147204,67.03590922,1113.444969,437.9172042,279.8805229,50.00477527,1402.691512,3417.680881,167.5887883,5988.678421
5072,198.4429581,359.6165956,285.5916788,388.8318022,976.0266571,271.5214327,645.1069624,740.5400344,310.2635991,149.078943,4334.061184,3004.243977,3081.980476,2059.361687,719.3647913,2523.161303,489.5669466,475.7878894,26.48113983,309.2148708,64.15500231,667.9742764,7533.316083,2783.879023,792.5997171,1637.47751,737.6323583,456.4592431,98.21666993,8273.870757,5256.905938,308.6355101,7842.597666
5073,263.6835103,528.7941571,431.2837172,564.4775754,1280.714991,410.5409043,860.7887189,1007.182689,424.4000344,177.0226655,5356.388002,4568.151206,4425.183081,2709.958327,993.7456732,3821.363582,586.92286,557.0476074,39.18699443,408.2278734,86.39077491,969.5460199,10378.29622,3651.563255,1959.205948,2063.092499,983.134975,650.1620331,142.1938944,17893.66399,7355.691415,450.7390199,9300.064054
5074,316.589852,666.3256457,558.0948067,750.8540721,1565.320741,568.7890502,991.7371494,1211.458709,492.043806,182.3989724,6154.041781,5932.94382,5502.279445,3185.70967,1297.396354,4977.793539,575.6077533,622.32835,50.36509095,481.1394874,103.5219165,1233.388909,12746.16909,4391.56537,3240.324295,2392.645879,1104.924829,807.4633716,196.747502,27354.4895,9159.587351,571.8180093,10238.76507
5075,353.1330432,758.4977632,652.3273334,914.3122479,1706.132792,745.0666194,1044.026368,1360.992933,554.8508064,171.0188505,6930.527102,7075.291492,6353.08523,3482.704583,1532.510762,5956.72995,570.065191,694.7362002,58.22031368,533.7998692,112.6694153,1432.141915,14536.68033,4929.162313,4375.422484,2618.324549,1155.044157,921.4269265,252.4732953,35280.49349,10319.82085,675.5612249,10433.29039
5076,363.3231981,805.0878149,701.858846,956.1524191,1667.131989,903.9947241,1009.677761,1442.356905,597.1246124,177.918172,7253.662762,7863.40836,7007.939071,3593.120809,1656.734619,6621.720126,656.6165574,745.3814272,64.52231571,556.7428912,109.2391032,1588.93833,15871.09705,5138.327365,5203.583186,2749.949471,1167.037036,1016.830076,283.3013727,39984.77413,10886.77072,724.3826086,10058.51094
5077,352.3319674,806.2012878,716.4091479,961.4248079,1546.331789,963.2843285,907.5334771,1449.261349,630.0373841,193.5862663,6984.832642,8266.567316,7270.30864,3312.732512,1722.355313,6892.866096,716.2646479,737.1424908,56.65436166,544.4503843,100.5203935,1645.54395,16233.85272,5070.614842,5547.096137,2609.207588,1071.88678,1057.647723,285.8172837,41132.88008,10755.22231,783.0732804,8993.811781
5078,321.5612339,760.1621122,692.6850991,1051.535582,1364.005211,938.399238,731.0122882,1370.633253,620.0442314,200.2829549,6219.915237,8151.190867,7004.248195,2838.079214,1687.385378,6508.020762,662.0119314,676.7616347,53.34421918,496.8146769,93.90479173,1608.851466,15591.45494,4793.482522,5720.456532,2276.840241,948.3708059,1004.691495,270.4277506,39333.64347,9865.4448,782.9575899,7557.054697
5079,269.5737733,672.3266788,625.1085238,983.5170586,1083.795757,847.3688759,537.778834,1215.700126,566.5130358,187.0399181,5311.211175,7449.107423,6414.12524,2267.164009,1511.326878,5642.856161,590.2575967,576.2765439,49.79218168,417.5145484,88.24886059,1495.623777,14081.30729,4204.76342,5658.071153,1856.008172,766.9145502,875.8357878,239.9917632,36170.66901,8632.830271,720.9652897,5867.62831
5080,207.7966957,552.3411795,554.6504512,798.2584966,755.9562461,706.0075421,378.3079872,995.0412287,486.489687,158.9099041,4326.707712,6209.116383,5452.733747,1654.102297,1240.631331,4615.106437,497.0873529,428.8024322,47.28411218,306.325683,73.6087789,1298.680308,11854.40449,3366.36093,5219.591931,1354.186611,582.5233283,698.7592333,196.8291874,31664.07954,7012.783125,583.4893992,4050.01033
5081,138.2562515,406.4527835,392.1062733,563.2323502,414.5291992,511.6584903,174.8026316,731.0980255,386.7996431,120.8802952,3280.026438,4618.516386,4225.703494,1050.595978,919.5137013,3302.202725,371.9404337,280.4927385,38.4995033,177.5953206,48.71349356,1033.476153,8988.83829,2394.437261,4333.461705,874.3462191,415.6603769,492.1603919,144.6812154,25891.75431,5316.783863,416.3922955,2282.819332
5082,68.37417209,251.1027977,259.2024549,312.7444528,152.8180963,297.0158224,22.48907444,445.0877185,282.0864597,73.38263404,2092.827489,2952.07557,2813.784856,454.6305802,531.190775,1968.170864,221.7035076,156.0581427,23.5020116,81.07590223,22.98615336,717.8270314,6114.969972,1398.015806,3296.908154,439.9425753,232.3753336,277.2365227,88.16307353,19078.47556,3705.169582,222.9044128,810.9101233
