Timestep,Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Italy,Latvia,Lithuania,Luxembourg,Macedonia,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine
113,0.89474484,2.334343968,9.060169713,4.399961742,0.001603656,3.402373187,0,0.191986111,4.52E-07,0,0,699.1618386,29.41353924,5.503857017,0.06203095,260.1829465,0,0,1.389712395,0.20469705,0.337426318,3.149624024,0,0,1597.650167,0,0.124074756,0.000766265,1.53921029,10050.72566,0,21.29997946,0
114,0,0,0,0,0,0,0,0,0,0,0,16.93247346,0,0,0,0.180538724,0,0,0,0,0,0,0,0,573.9331624,0,0,0,0,2574.566116,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3925919,0,0,0,0,30.72641218,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047946198,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0.213707839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,2.752166118,0,72.81330004,0,0,0,0,0,0,7.630495122,0,0,0,0,0,0.008047414,0,0,0,0,0,1.335139886,0,0,0,0,0,0,56.20876316
128,19.34805294,0.79256891,0,24.87022523,129.4842662,7.967067572,238.5695588,0.819265716,0,0.00263285,0,0.100115897,8.23E-05,293.2504355,24.07813302,76.88050326,0.429979113,1.154811924,0,28.07327734,4.193474778,0,0,11.78435932,0,164.746879,30.8494504,8.877868593,0.471654228,0,0,0,752.0779572
129,75.79001312,52.78242636,1.447322981,192.8191205,381.4357989,115.1883172,337.8063814,73.83102957,0.217820938,9.069117191,2.638570384,97.80311906,108.8050238,839.4177449,251.2091801,748.1956409,44.01690548,62.86012025,0.382238703,107.5350299,21.70489098,1.049541884,0,343.0004606,3.366016439,592.9582206,163.6392002,116.2300586,23.06387826,424.7603198,1.089479674,30.41984241,1943.435251
130,123.2184102,156.141372,33.96250482,393.4943827,601.3512514,265.7236973,461.4298136,235.125933,9.415228894,36.86786906,69.57958016,768.17047,705.3652788,1319.297003,537.7034953,1783.23799,141.884556,172.5751434,4.56179647,175.9510856,40.57160712,49.15864117,3.379447212,971.1027031,292.6761605,1059.526224,326.1299627,257.2612202,62.49751464,5094.392397,29.91358883,144.8956551,2961.546044
131,156.7163355,241.9518083,87.30954011,544.3176553,700.6215714,380.3283014,497.7392666,387.8043093,26.07075902,57.08206383,192.0565937,1607.158744,1363.491992,1621.234058,751.8083249,2619.436245,214.681242,249.0924126,9.97345929,219.9416609,56.40617246,141.0248487,93.60140025,1516.053131,1005.864625,1403.431656,441.3498778,360.6225725,93.32559205,11834.72851,123.8129688,246.4140537,3493.53444
132,173.2738646,291.2962405,136.736714,618.8560522,713.4404738,428.0796356,430.7098978,476.7728824,37.63357397,61.8489034,222.1574211,2280.25121,1774.736114,1678.59643,850.6015601,3131.307179,238.3807788,272.4764529,13.78483373,225.4463711,63.69558552,238.1844713,217.9876145,1787.806207,1795.717781,1512.292918,462.3921239,409.1387853,110.1037773,17797.06724,208.1125122,308.5242692,3352.96961
133,171.2770655,296.5061218,157.5940509,608.3301045,632.8163246,423.9438037,283.6464712,483.9525326,38.10293822,50.09116541,131.5149928,2633.541938,1815.586409,1465.675129,822.3277068,3212.575067,206.5582834,239.2427498,16.20696683,200.8837889,62.45005555,296.4126701,244.1342249,1725.477478,2526.772807,1375.439391,429.8460471,391.6550362,110.9941483,21493.6792,193.7890038,322.2558396,2586.694546
134,144.3762347,256.374213,149.3330582,517.5367446,477.1123647,365.2920989,179.118746,403.7865181,29.38018438,24.76662265,28.98701568,2549.548943,1542.661452,1156.018715,670.518167,2872.927186,125.9190142,155.5461312,14.80652194,160.7043393,52.33267693,289.0562426,175.4760159,1335.528861,2942.180453,1014.998384,343.6585706,313.1639598,96.82172802,22401.38659,106.9562412,287.3929576,1511.520933
135,97.12454546,175.9316539,105.8641741,352.499206,271.1319732,255.1247517,101.9724277,256.2640533,15.64055253,1.938264842,0.356695675,2070.28703,1029.491958,752.5243011,410.3786145,2169.014032,27.62085602,44.65021765,10.39995842,102.864595,35.1658029,209.8824429,58.16800997,702.3096812,2899.775551,512.1472841,213.8188802,183.8724449,68.38703341,20597.33871,30.89722117,214.6547914,454.5995392
136,37.67117657,69.88118632,44.75883722,143.9196443,56.14546267,107.6116834,16.96363667,77.40904504,3.553335418,0,0,1300.263281,411.2760577,281.4055463,116.2798144,1183.905833,0.00138425,0.07078882,5.168138184,35.54685235,13.78760831,77.00321851,2.127255601,100.8383791,2418.901579,84.75374068,66.4644021,41.82877883,30.00313636,15962.57354,2.613218609,113.717426,13.79781807
137,0.970773998,2.741641701,5.46956601,5.404429767,0.002512942,5.022456733,0,0.307054923,1.15E-05,0,0,430.5294801,26.04311994,6.152667149,0.326055576,222.7988078,0,0,0.663818519,0.218298126,0.366098009,5.054279744,0,0,1575.904617,8.05E-07,0.170342759,0.006603534,1.757329475,9165.515454,0,18.84041759,0
138,0,0,0,0,0,0,0,0,0,0,0,10.50883342,0,0,0,0.179374349,0,0,0,0,0,0,0,0,569.6364335,0,0,0,0,2316.424607,0,0,0
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0508091,0,0,0,0,30.03691016,0,0,0
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047289309,0,0,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0.189770646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,3.7851591,0,68.91450773,0,0,0,0,0,0,8.499582039,0,0,0,0,0,0.024648708,0,0,0,0,0,2.094424375,0,0,0,0,0,0,58.69015554
152,22.27042443,0.686419449,0,25.73726392,153.3276532,6.599737699,228.8329457,0.495572977,0,0.004784735,0,0.092233812,0.000109117,352.1084483,21.73463036,85.84951885,0.511923211,1.186451964,0,40.3723881,4.6222842,0,0,12.24699841,0,249.1976336,51.35972767,7.9562654,0.480460079,0,0,0,929.9730351
153,87.39088596,39.71811874,0.879644381,176.601695,434.5614437,83.83566878,329.2192296,41.69101576,0.308308292,8.476520059,1.193377504,80.21666297,38.70945045,986.8310658,170.5825182,668.8037717,36.57651637,46.39560925,0.182516164,136.4468266,24.94122703,1.397940178,0,216.63439,5.999943324,868.1447496,244.8102121,74.4480333,18.4722428,313.2482106,0.324875398,23.89175596,2503.720219
154,145.5837386,107.9078576,26.149942,342.8535589,688.352206,203.4342829,452.5834696,124.0585506,26.82976135,29.14230892,21.7621189,701.3825978,316.7729303,1517.680612,317.3484282,1513.7374,105.1932713,113.8346909,2.275748417,220.2646757,44.13463956,75.47560705,16.98495497,541.9055705,445.1206685,1426.170539,431.6231073,144.042292,42.69909272,4348.997991,22.05117364,113.826095,3952.388482
155,184.506596,153.3108066,66.21361859,479.2789733,833.1796863,303.7523215,521.7877993,195.7468634,76.29561169,40.77163652,60.15125555,1580.187617,733.1749387,1860.184244,409.1687923,2212.134551,153.7279217,160.4153712,5.636790703,274.2171166,55.74257043,193.1240539,264.6525204,773.0997778,1401.291134,1739.234607,534.1330443,183.6407256,60.52889603,10855.23416,155.7433036,205.7355891,4811.387278
156,199.1969118,201.8960846,108.4165088,562.4744443,848.2185005,346.4635487,485.4670772,256.3304671,108.5227977,40.71512156,71.36305436,2391.035617,1096.470696,1982.511639,451.4651187,2673.927529,157.1183508,171.8179452,9.27011767,294.4279719,58.85639534,310.6709529,591.3137111,846.7513233,2387.592148,1761.071278,544.9085311,190.8921463,79.4390707,17312.23214,319.2565092,273.821574,4828.570151
157,174.133843,213.4619038,146.4953713,563.1899827,771.4084644,345.2613535,427.7460909,264.0508574,110.2093464,31.78601386,42.66243083,2881.607741,1218.646588,1868.100623,418.8087955,2788.627946,122.090534,140.1187797,12.19023625,277.8689781,59.44853253,332.1069466,695.5486852,737.2019418,3014.519272,1541.843197,487.4461652,181.5856467,96.99735167,21694.28252,358.6804756,303.8610528,3997.823076
158,139.3282794,172.7658159,173.4044829,470.1841025,595.1213519,288.656535,318.3500591,211.6982166,78.99123445,16.12820156,9.596334535,2886.035732,1108.462423,1508.91717,325.5814121,2475.460042,68.34736529,85.90097599,14.29090359,218.1022712,50.56647461,323.742689,480.1617439,526.9398247,3272.52451,1135.785251,369.178833,143.2960456,86.22304481,23023.68271,235.5441272,280.7407548,2499.219988
159,100.8059598,115.1858918,139.4507821,314.9004832,336.9008862,192.6703247,165.19584,126.696129,43.37666086,1.551051129,0.202954429,2383.854863,785.016416,968.9695407,190.2951936,1835.931311,14.3885674,24.277111,11.6205098,125.9578189,33.74671549,237.1508964,157.8184334,277.8297509,3128.420427,580.5416353,218.2195191,92.03601796,59.45473276,21213.40046,60.45268726,200.9165466,794.6898075
160,39.22367317,49.45446673,66.08657227,119.5926258,69.12408118,79.31255474,21.88819919,35.74374489,9.072276961,0,0,1521.071631,351.8812551,355.6146092,58.88606073,996.3163206,0.000920291,0.027694903,5.471283579,36.67691956,12.87898399,102.9061129,7.359468191,42.13488587,2572.19521,91.39339627,66.6716602,23.61237582,26.03110114,16628.03204,4.2804855,101.0848885,20.11003722
161,1.085696797,2.633072112,9.41404532,4.683662017,0.004720883,3.923613853,0,0.176681879,0.00014688,0,0,543.0763595,24.17984629,7.860061235,0.311512347,188.6632627,0,0,0.679932547,0.309944238,0.361632478,9.520266546,0,0,1690.734624,2.67E-06,0.257868536,0.002762601,1.471961461,9802.769214,0,16.80235887,0
162,0,0,0,0,0,0,0,0,0,0,0,18.04073074,0,0,0,0.154216394,0,0,0,0,0,0,0,0,638.5653895,0,0,0,0,2556.718332,0,0,0
163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.76210495,0,0,0,0,26.09428192,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034162763,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0.307272859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,1.20E-06,0,0,0,4.825376238,0,71.63589109,0,0,0,0,0,0,11.88110776,0,0,0,0,0,0.032624429,0,0,0,0,0,2.257282333,2.54E-05,0,0,0,0,0,104.8523596
176,21.77495907,0.535004523,0,21.04477008,182.3138575,5.748973235,229.7795609,0.393964206,0,0.002381492,0,0.126314408,0.000350511,367.1607571,13.96513881,74.0624214,0.277185027,0.689276229,0,40.75879453,4.065246448,0,0,6.54436848,0,217.2598685,49.04660768,4.087632992,0.435041842,0,0,0,1260.693237
177,83.31776915,31.43937714,0.143363503,144.8376425,480.7496466,68.26207444,372.0648348,37.00080692,0.012923523,2.059428562,0.894751752,98.48425973,47.37765013,992.6819702,122.3259911,656.7377398,13.21785551,21.42856857,0.059311515,135.020178,22.04690125,0.077450611,0,175.2258056,8.114520396,714.3097683,225.2676775,45.04795151,15.0690485,535.2874219,0.064845427,29.8279165,3058.115595
178,137.8733844,104.9610691,4.879610075,271.0204812,728.5391385,147.4968195,496.972959,116.9271668,8.846985701,6.242351785,28.55049662,756.1715412,247.2655373,1537.003582,250.223113,1590.045353,30.1893705,47.48053606,0.63851248,212.1848199,42.43990207,8.605539639,17.50609582,472.4270816,571.5480421,1145.865784,388.3405642,106.1404395,44.13071139,6227.716218,10.46434671,140.7953175,4505.78575
179,178.2570271,162.4796115,14.98666477,338.5998521,863.5075988,196.4940765,603.7601645,180.3567288,40.1286973,7.337490785,84.64150359,1566.507874,446.0503601,1864.756816,362.5078342,2451.760463,37.05945616,58.70663719,1.312135386,261.5387865,54.61955161,25.76000507,262.2621476,720.4122477,1614.099229,1412.839257,474.7844285,166.4239014,80.39070584,13760.06115,104.6985382,243.7642967,5236.324191
180,195.9572672,204.5743972,27.54795551,343.9035175,874.9662612,233.6674948,648.4764616,220.9943661,77.9630406,6.510456605,105.7666435,2183.646423,597.531375,1948.297093,445.5205014,2997.877736,35.42108576,56.14602848,1.828942839,276.7743169,59.63229925,41.64805589,550.8311369,860.2363006,2512.895854,1530.243944,452.5076973,192.4051338,91.25486666,19944.61161,230.5480255,304.6753359,5152.240576
181,184.4535837,228.8186881,28.98373091,332.1394058,772.5837119,259.5374741,569.2537881,207.7380527,87.13534852,5.134927351,56.4158837,2465.389224,641.195623,1794.963011,465.1268454,3033.871812,28.06530421,41.02204946,2.153986099,249.3763828,57.81505061,53.79442098,620.0681681,817.7610908,3059.984818,1430.407313,375.012219,184.049712,91.25895093,23571.56133,256.8435941,309.828012,4255.492462
182,144.4822594,206.9389449,24.50385089,294.3311998,578.0258547,245.6929519,420.590131,152.4334911,44.79537604,2.840130677,6.875900704,2357.418201,560.9079131,1393.549287,405.6749681,2662.88594,16.44429965,23.44162013,1.608538275,167.1422034,48.15708878,50.51853319,460.3104089,607.8658905,3269.509547,1105.693955,285.4713468,141.6332791,82.42058852,24273.30848,161.4299698,288.0559531,2682.878266
183,79.67464153,143.1831256,18.78323001,210.9123678,327.5959736,182.640105,217.1974677,90.3772982,18.1984303,0.206063155,0.001137385,1884.18917,372.7980478,853.776717,269.096012,1966.596915,3.583000267,7.88429015,1.410795456,84.28029858,26.67680156,34.72513763,157.9511601,307.6170705,3103.75762,608.610911,175.3580481,78.71178138,55.63593938,21895.6462,31.85892043,212.1718957,862.1832387
184,24.93350654,56.60086495,11.06123694,82.72460903,70.96560683,79.80630297,32.12525615,24.67155234,4.673403347,0,0,1208.342924,148.2242839,289.3593943,80.8925855,1047.774918,5.83E-05,0.040655071,1.258019649,25.43805995,8.378006243,16.47107143,5.456067822,44.74571994,2552.851733,106.7773957,57.1272287,16.83809952,23.05572606,16978.77345,0.591306398,97.97987168,22.85868833
185,0.613165533,2.471669757,3.758675315,3.21399305,0.005248737,4.022166382,0,0.144919964,2.99E-05,0,0,449.0079664,10.84513747,7.169642442,0.2885594,210.4891223,0,0,0.109868085,0.220303868,0.266200381,1.896984072,0,1.96E-13,1685.900024,3.21E-05,0.238481992,0.006507588,1.314844458,10052.06206,0,15.95405752,0
186,0,0,0,0,0,0,0,0,0,0,0,14.75868997,0,0,0,0.280828038,0,0,0,0,0,0,0,0,640.3244329,0,0,0,0,2695.447711,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67932774,0,0,0,0,34.24088235,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065686719,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0.498548623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,3.45E-05,0,0,0,5.152188318,0,106.8097439,0,0,0,0,0,0,14.0423578,0,0,0,0,0,0.042346453,0,0,0,0,0,2.431067923,8.59E-05,0,0,0,0,0,76.40960122
200,19.25241863,0.593679765,0,9.59224979,185.7374512,5.463506898,321.4096545,0.858171265,0,1.45E-06,0,0.185894788,0.000444087,398.9340887,23.49022431,71.68312366,0.022594863,0.040296544,0,38.84031105,2.652360138,0,0,4.97566947,0,171.8628087,44.96625793,7.847584128,0.434816227,0,0,3.64E-05,786.2988512
201,74.64141185,25.14705954,0.226112514,73.84865544,478.1298242,69.22268099,464.7260629,46.54907139,0.076890723,0.853365729,1.557955103,96.24930516,56.1923275,1045.92406,170.9442787,685.0121407,7.710281081,8.16762974,0.09481814,129.0511341,13.60128928,0.274771459,0,152.2119918,9.215529753,516.0804013,205.2936467,78.62361946,9.482125209,586.3634616,0.612731333,13.40502597,1710.544147
202,124.0077055,70.90657769,7.4549337,145.6876269,691.2522378,148.5801971,520.317165,167.9982036,9.648725904,4.426441882,33.47719825,677.8484783,296.5997455,1587.892719,284.3183196,1637.302134,35.97259325,37.76070067,0.818245578,206.3974718,24.05302123,17.18737845,18.45417068,434.4538989,596.7789105,774.0253722,326.4140134,130.3933436,19.15941322,6619.647511,27.69248619,58.07510055,2396.553291
203,155.561844,155.1009194,17.96522918,223.1174771,741.0207014,192.7125242,537.778834,293.525361,34.62487504,7.564983409,91.86095656,1398.781788,582.605989,1938.320574,269.7718228,2304.120141,60.93938154,77.17738196,0.610213308,243.4006093,33.5196615,75.11579863,287.310612,674.757176,1676.773922,1053.175902,409.0722886,186.8180517,24.17890058,14527.37699,178.2700234,166.9224556,2696.727614
204,164.6387392,245.3449706,34.3119036,246.6961083,722.241227,163.0235597,641.0613095,280.0292376,54.22389789,9.201078888,113.963723,2004.76833,625.2473166,2058.075407,280.7806516,2731.549499,68.88497084,92.96663372,0.88203075,246.3660645,45.47205288,139.9940293,640.5587229,755.0281266,2583.214546,1230.11396,422.2303157,246.1674241,30.10524313,20835.48091,344.4833497,248.34297,2590.835847
205,169.003424,236.419606,50.15328603,199.5168714,634.4133552,132.1085665,607.7494712,223.8844788,63.50233068,8.929159994,72.04726978,2325.077577,583.0542163,1910.817171,437.5328322,2994.21194,65.24069697,77.65404292,1.579078007,241.6733775,45.98251597,181.6692628,748.5746351,639.2758432,3171.462328,1131.541354,327.5441554,269.2044788,54.48213283,24543.90148,344.2658251,245.8133709,2028.589979
206,141.6490429,153.4739597,50.09079198,118.8420918,492.2058061,162.0153561,451.9185851,144.0427951,53.20211045,4.948725418,17.75631201,2267.600397,488.3231987,1529.126419,511.761635,2710.5842,44.89333684,41.17150491,1.503084775,205.8815454,31.83247887,178.8199899,566.5199094,363.9323651,3379.043066,801.8214876,219.1584272,171.4285889,69.57964053,25236.84699,185.1539189,170.3713224,1257.837664
207,83.89796005,65.69423507,39.95497776,89.90138468,280.2624486,168.232619,239.5837893,55.97309957,28.23678731,0.375118009,0.380972682,1852.66347,328.2587431,1011.952653,280.3192694,1943.976744,10.46220057,9.004450533,1.407612627,125.1211209,15.48883889,136.1296882,219.2736138,120.8010974,3192.455407,400.4530278,142.9648819,68.69327871,32.13921008,22960.19556,37.38156767,78.54576613,443.7242529
208,29.45722848,24.88208815,22.48472096,40.89694653,59.80022315,56.51999892,37.63171654,15.60724486,6.858797182,0,0,1214.898794,128.5022938,376.1657788,53.35694912,1012.615982,0.004856042,0.012794133,1.418739798,37.04640361,4.95663753,41.85137552,13.63917807,15.10966712,2627.449236,69.1012767,57.92621422,10.61091021,9.447408905,17909.72056,1.73648043,32.79355838,17.74672214
209,0.872514988,1.344089425,3.699834298,1.384211321,0.009169043,2.156535493,0,0.046104753,0.001325291,0,0,432.1836952,5.067490859,9.22438516,0.171659391,196.7834454,0,0,0.239134878,0.307230358,0.101483535,2.791281993,0,2.19E-12,1745.544527,0.000223623,0.331233257,0.005218291,0.658071301,10709.52366,0,7.710146656,0
210,0,0,0,0,0,0,0,0,0,0,0,13.26934865,0,0,0,0.187280561,0,0,0,0,0,0,0,0,681.2598598,0,0,0,0,2900.826983,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25007474,0,0,0,0,33.84157146,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065358274,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0.566167597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,9.64E-12,0,0,0,1.123345603,0,57.69993539,0,0,0,0,0,0,10.0129607,0,0,0,0,0,0.046750341,0,0,0,0,0,1.643527305,1.36E-05,0,0,0,0,0,24.28634338
224,11.51774945,0.953855822,0,10.22439622,52.88058617,7.395338576,133.9606951,0.280767768,0,0.007834572,0,0.159972598,0.000504219,250.5171864,6.994379952,59.2791235,0.26821691,0.631622555,0,32.32915857,1.568887917,0,0,7.142725501,0,149.0434535,31.69090634,6.181357779,0.466619955,0,0,0.000130361,382.501005
225,45.25519639,34.82830821,0.356770907,80.47122771,188.395012,95.83919898,217.9017945,21.907315,0.031441394,5.745420885,1.972856277,71.82504134,26.77706106,703.1496287,86.47902263,544.1617477,19.64686856,23.64910591,0.091953976,117.1502377,9.071705176,0.233617084,0,113.3637455,9.513846626,467.896056,143.0601952,61.29216284,11.67341828,628.539412,0.125872324,12.39915489,1095.949797
