Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Serbia (RS),04.01.2018 14:00 - 04.01.2018 15:00 (CET),5,3140,0,2,0,0,0,0,0,0,1633,0,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 15:00 - 04.01.2018 16:00 (CET),5,3154,0,2,0,0,0,0,0,0,1670,0,0,0,63,0,0,0,0,0
Serbia (RS),04.01.2018 16:00 - 04.01.2018 17:00 (CET),5,3152,0,2,0,0,0,0,0,170,1880,0,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 17:00 - 04.01.2018 18:00 (CET),5,3146,0,2,0,0,0,0,0,211,1872,0,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 18:00 - 04.01.2018 19:00 (CET),5,3131,0,2,0,0,0,0,0,231,1814,0,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 19:00 - 04.01.2018 20:00 (CET),5,3117,0,2,0,0,0,0,0,188,1690,0,0,0,61,0,0,0,0,0
Serbia (RS),04.01.2018 20:00 - 04.01.2018 21:00 (CET),5,3117,0,2,0,0,0,0,0,0,1527,9,0,0,62,0,0,0,0,0
Serbia (RS),04.01.2018 21:00 - 04.01.2018 22:00 (CET),5,3117,0,2,0,0,0,0,0,0,1660,20,0,0,23,0,0,0,0,0
Serbia (RS),04.01.2018 22:00 - 04.01.2018 23:00 (CET),5,3127,0,2,0,0,0,0,0,0,1634,18,0,0,16,0,0,0,0,0
Serbia (RS),04.01.2018 23:00 - 05.01.2018 00:00 (CET),5,3106,0,2,0,0,0,0,0,0,1663,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 00:00 - 05.01.2018 01:00 (CET),5,3168,0,2,0,0,0,0,0,0,1566,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 01:00 - 05.01.2018 02:00 (CET),5,3139,0,2,0,0,0,0,0,0,1268,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 02:00 - 05.01.2018 03:00 (CET),5,3108,0,2,0,0,0,0,0,0,1245,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 03:00 - 05.01.2018 04:00 (CET),5,3103,0,2,0,0,0,0,0,0,1039,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 04:00 - 05.01.2018 05:00 (CET),5,3138,0,2,0,0,0,0,0,0,947,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 05:00 - 05.01.2018 06:00 (CET),5,3155,0,2,0,0,0,0,0,0,1000,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 06:00 - 05.01.2018 07:00 (CET),5,3144,0,2,0,0,0,0,0,0,1068,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 07:00 - 05.01.2018 08:00 (CET),5,3245,0,2,0,0,0,0,0,0,1657,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 08:00 - 05.01.2018 09:00 (CET),5,3349,0,2,0,0,0,0,0,0,1779,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 09:00 - 05.01.2018 10:00 (CET),5,3357,0,2,0,0,0,0,0,0,1889,0,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 10:00 - 05.01.2018 11:00 (CET),5,3333,0,2,0,0,0,0,0,15,1910,17,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 11:00 - 05.01.2018 12:00 (CET),5,3270,0,2,0,0,0,0,0,204,1795,22,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 12:00 - 05.01.2018 13:00 (CET),5,3337,0,2,0,0,0,0,0,91,1724,28,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 13:00 - 05.01.2018 14:00 (CET),5,3336,0,2,0,0,0,0,0,69,1852,34,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 14:00 - 05.01.2018 15:00 (CET),5,3325,0,2,0,0,0,0,0,47,1789,40,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 15:00 - 05.01.2018 16:00 (CET),5,3358,0,2,0,0,0,0,0,25,1828,46,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 16:00 - 05.01.2018 17:00 (CET),5,3404,0,2,0,0,0,0,0,267,1899,53,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 17:00 - 05.01.2018 18:00 (CET),5,3381,0,2,0,0,0,0,0,299,1896,244,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 18:00 - 05.01.2018 19:00 (CET),5,3416,0,2,0,0,0,0,0,299,1905,305,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 19:00 - 05.01.2018 20:00 (CET),5,3339,0,2,0,0,0,0,0,299,1913,318,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 20:00 - 05.01.2018 21:00 (CET),5,3318,0,2,0,0,0,0,0,193,1915,25,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 21:00 - 05.01.2018 22:00 (CET),5,3247,0,2,0,0,0,0,0,0,1714,15,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 22:00 - 05.01.2018 23:00 (CET),5,3147,0,2,0,0,0,0,0,0,1516,7,0,0,16,0,0,0,0,0
Serbia (RS),05.01.2018 23:00 - 06.01.2018 00:00 (CET),5,3134,0,2,0,0,0,0,0,0,1476,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 00:00 - 06.01.2018 01:00 (CET),5,3113,0,2,0,0,0,0,0,0,1230,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 01:00 - 06.01.2018 02:00 (CET),5,3127,0,2,0,0,0,0,0,0,1111,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 02:00 - 06.01.2018 03:00 (CET),5,3113,0,2,0,0,0,0,0,0,1026,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 03:00 - 06.01.2018 04:00 (CET),5,3115,0,2,0,0,0,0,0,0,925,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 04:00 - 06.01.2018 05:00 (CET),5,3124,0,2,0,0,0,0,0,0,820,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 05:00 - 06.01.2018 06:00 (CET),5,3135,0,2,0,0,0,0,0,0,861,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 06:00 - 06.01.2018 07:00 (CET),5,3140,0,2,0,0,0,0,0,0,1332,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 07:00 - 06.01.2018 08:00 (CET),5,3115,0,2,0,0,0,0,0,0,1640,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 08:00 - 06.01.2018 09:00 (CET),5,3129,0,2,0,0,0,0,0,0,1658,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 09:00 - 06.01.2018 10:00 (CET),5,3133,0,2,0,0,0,0,0,0,1872,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 10:00 - 06.01.2018 11:00 (CET),5,3151,0,2,0,0,0,0,0,0,1908,12,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 11:00 - 06.01.2018 12:00 (CET),5,3166,0,2,0,0,0,0,0,0,1919,27,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 12:00 - 06.01.2018 13:00 (CET),5,3220,0,2,0,0,0,0,0,0,1906,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 13:00 - 06.01.2018 14:00 (CET),5,3256,0,2,0,0,0,0,0,0,1836,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 14:00 - 06.01.2018 15:00 (CET),5,3270,0,2,0,0,0,0,0,0,1731,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 15:00 - 06.01.2018 16:00 (CET),5,3295,0,2,0,0,0,0,0,0,1682,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 16:00 - 06.01.2018 17:00 (CET),5,3301,0,2,0,0,0,0,0,62,1793,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 17:00 - 06.01.2018 18:00 (CET),5,3305,0,2,0,0,0,0,0,202,1768,0,0,0,16,0,0,0,0,0
Serbia (RS),06.01.2018 18:00 - 06.01.2018 19:00 (CET),5,3307,0,2,0,0,0,0,0,198,1660,0,0,0,16,0,0,0,0,0
