Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Hungary (HU),01.01.2018 21:15 - 01.01.2018 21:30 (CET),117,296,0,732,0,0,0,0,0,0,0,5,0,0,1933,94,11,0,16,0,13
Hungary (HU),01.01.2018 21:30 - 01.01.2018 21:45 (CET),117,314,0,670,0,0,0,0,0,0,0,5,0,0,1932,94,12,0,16,0,17
Hungary (HU),01.01.2018 21:45 - 01.01.2018 22:00 (CET),117,327,0,591,0,0,0,0,0,0,0,5,0,0,1932,94,12,0,14,0,21
Hungary (HU),01.01.2018 22:00 - 01.01.2018 22:15 (CET),117,310,0,695,0,0,0,0,0,0,0,5,0,0,1935,93,12,0,16,0,23
Hungary (HU),01.01.2018 22:15 - 01.01.2018 22:30 (CET),116,289,0,696,0,0,0,0,0,0,0,5,0,0,1934,93,12,0,16,0,18
Hungary (HU),01.01.2018 22:30 - 01.01.2018 22:45 (CET),115,273,0,659,0,0,0,0,0,0,0,5,0,0,1935,93,12,0,16,0,17
Hungary (HU),01.01.2018 22:45 - 01.01.2018 23:00 (CET),115,264,0,626,0,0,0,0,0,0,0,5,0,0,1936,93,12,0,17,0,15
Hungary (HU),01.01.2018 23:00 - 01.01.2018 23:15 (CET),116,260,0,748,0,0,0,0,0,0,0,5,0,0,1938,93,11,0,16,0,19
Hungary (HU),01.01.2018 23:15 - 01.01.2018 23:30 (CET),116,260,0,692,0,0,0,0,0,0,0,5,0,0,1936,93,11,0,16,0,19
Hungary (HU),01.01.2018 23:30 - 01.01.2018 23:45 (CET),116,263,0,659,0,0,0,0,0,0,0,5,0,0,1937,93,11,0,16,0,15
Hungary (HU),01.01.2018 23:45 - 02.01.2018 00:00 (CET),116,263,0,595,0,0,0,0,0,0,0,5,0,0,1937,93,11,0,15,0,14
Hungary (HU),02.01.2018 00:00 - 02.01.2018 00:15 (CET),116,266,0,664,0,0,0,0,0,0,0,5,0,0,1938,84,11,0,14,0,16
Hungary (HU),02.01.2018 00:15 - 02.01.2018 00:30 (CET),116,268,0,636,0,0,0,0,0,0,0,5,0,0,1937,84,11,0,15,0,15
Hungary (HU),02.01.2018 00:30 - 02.01.2018 00:45 (CET),116,269,0,584,0,0,0,0,0,0,0,5,0,0,1938,84,10,0,14,0,15
Hungary (HU),02.01.2018 00:45 - 02.01.2018 01:00 (CET),116,270,0,535,0,0,0,0,0,0,0,5,0,0,1938,84,11,0,14,0,14
Hungary (HU),02.01.2018 01:00 - 02.01.2018 01:15 (CET),115,270,0,638,0,0,0,0,0,0,0,5,0,0,1940,87,11,0,17,0,13
Hungary (HU),02.01.2018 01:15 - 02.01.2018 01:30 (CET),115,270,0,638,0,0,0,0,0,0,0,5,0,0,1940,87,10,0,16,0,10
Hungary (HU),02.01.2018 01:30 - 02.01.2018 01:45 (CET),113,270,0,596,0,0,0,0,0,0,0,5,0,0,1941,87,7,0,15,0,5
Hungary (HU),02.01.2018 01:45 - 02.01.2018 02:00 (CET),108,265,0,576,0,0,0,0,0,0,0,5,0,0,1935,78,7,0,17,0,4
Hungary (HU),02.01.2018 02:00 - 02.01.2018 02:15 (CET),97,280,0,643,0,0,0,0,0,0,0,5,0,0,1938,80,6,0,16,0,6
Hungary (HU),02.01.2018 02:15 - 02.01.2018 02:30 (CET),86,272,0,663,0,0,0,0,0,0,0,5,0,0,1937,80,6,0,15,0,4
Hungary (HU),02.01.2018 02:30 - 02.01.2018 02:45 (CET),83,262,0,656,0,0,0,0,0,0,0,5,0,0,1935,80,6,0,15,0,1
Hungary (HU),02.01.2018 02:45 - 02.01.2018 03:00 (CET),81,259,0,636,0,0,0,0,0,0,0,5,0,0,1934,80,6,0,16,0,1
Hungary (HU),02.01.2018 03:00 - 02.01.2018 03:15 (CET),79,265,0,672,0,0,0,0,0,0,0,5,0,0,1934,80,6,0,16,0,2
Hungary (HU),02.01.2018 03:15 - 02.01.2018 03:30 (CET),79,269,0,663,0,0,0,0,0,0,0,5,0,0,1934,80,6,0,16,0,3
