Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Finland (FI),05.01.2018 12:00 - 05.01.2018 13:00 (CET),927,0,0,756,732,1,0,484,0,0,0,2062,0,0,2791,76,44,0,14,0,837
Finland (FI),05.01.2018 13:00 - 05.01.2018 14:00 (CET),925,0,0,745,739,1,0,478,0,0,0,2042,0,0,2792,76,44,0,14,0,815
Finland (FI),05.01.2018 14:00 - 05.01.2018 15:00 (CET),932,0,0,742,744,1,0,480,0,0,0,1997,0,0,2793,76,44,0,14,0,790
Finland (FI),05.01.2018 15:00 - 05.01.2018 16:00 (CET),913,0,0,733,747,1,0,466,0,0,0,2049,0,0,2792,76,44,0,14,0,741
Finland (FI),05.01.2018 16:00 - 05.01.2018 17:00 (CET),920,0,0,700,746,1,0,461,0,0,0,2053,0,0,2793,76,44,0,14,0,701
Finland (FI),05.01.2018 17:00 - 05.01.2018 18:00 (CET),920,0,0,707,742,1,0,461,0,0,0,2131,0,0,2792,76,44,0,14,0,679
Finland (FI),05.01.2018 18:00 - 05.01.2018 19:00 (CET),921,0,0,698,742,1,0,460,0,0,0,2082,0,0,2791,76,44,0,14,0,661
Finland (FI),05.01.2018 19:00 - 05.01.2018 20:00 (CET),916,0,0,696,740,1,0,455,0,0,0,2124,0,0,2792,76,44,0,17,0,623
Finland (FI),05.01.2018 20:00 - 05.01.2018 21:00 (CET),900,0,0,750,728,1,0,450,0,0,0,2137,0,0,2791,76,44,0,20,0,602
Finland (FI),05.01.2018 21:00 - 05.01.2018 22:00 (CET),892,0,0,715,720,1,0,433,0,0,0,1887,0,0,2792,76,44,0,20,0,554
Finland (FI),05.01.2018 22:00 - 05.01.2018 23:00 (CET),889,0,0,616,693,1,0,426,0,0,0,1856,0,0,2792,76,44,0,17,0,510
Finland (FI),05.01.2018 23:00 - 06.01.2018 00:00 (CET),892,0,0,619,695,1,0,412,0,0,0,1654,0,0,2792,76,44,0,7,0,460
Finland (FI),06.01.2018 00:00 - 06.01.2018 01:00 (CET),893,0,0,630,693,1,0,404,0,0,0,1550,0,0,2792,76,44,0,7,0,422
Finland (FI),06.01.2018 01:00 - 06.01.2018 02:00 (CET),886,0,0,646,678,1,0,407,0,0,0,1458,0,0,2792,76,44,0,22,0,363
Finland (FI),06.01.2018 02:00 - 06.01.2018 03:00 (CET),883,0,0,634,670,1,0,404,0,0,0,1421,0,0,2793,76,44,0,25,0,339
Finland (FI),06.01.2018 03:00 - 06.01.2018 04:00 (CET),889,0,0,630,675,1,0,405,0,0,0,1411,0,0,2793,76,44,0,25,0,336
Finland (FI),06.01.2018 04:00 - 06.01.2018 05:00 (CET),886,0,0,671,678,1,0,409,0,0,0,1421,0,0,2792,76,44,0,25,0,342
Finland (FI),06.01.2018 05:00 - 06.01.2018 06:00 (CET),887,0,0,639,678,1,0,410,0,0,0,1444,0,0,2792,76,44,0,25,0,357
Finland (FI),06.01.2018 06:00 - 06.01.2018 07:00 (CET),889,0,0,698,675,1,0,417,0,0,0,1594,0,0,2792,76,44,0,25,0,380
Finland (FI),06.01.2018 07:00 - 06.01.2018 08:00 (CET),889,0,0,751,687,1,0,430,0,0,0,1801,0,0,2792,76,44,0,20,0,394
Finland (FI),06.01.2018 08:00 - 06.01.2018 09:00 (CET),888,0,0,747,706,1,0,446,0,0,0,1808,0,0,2792,76,44,0,16,0,384
Finland (FI),06.01.2018 09:00 - 06.01.2018 10:00 (CET),885,0,0,750,728,1,0,451,0,0,0,1839,0,0,2792,76,44,0,10,0,378
Finland (FI),06.01.2018 10:00 - 06.01.2018 11:00 (CET),891,0,0,758,740,1,0,447,0,0,0,1983,0,0,2792,76,44,0,14,0,384
Finland (FI),06.01.2018 11:00 - 06.01.2018 12:00 (CET),892,0,0,771,746,1,0,450,0,0,0,2027,0,0,2793,76,44,0,14,0,428
Finland (FI),06.01.2018 12:00 - 06.01.2018 13:00 (CET),888,0,0,769,746,1,0,456,0,0,0,2052,0,0,2793,76,44,0,14,0,499
Finland (FI),06.01.2018 13:00 - 06.01.2018 14:00 (CET),893,0,0,769,749,1,0,460,0,0,0,1993,0,0,2792,76,44,0,14,0,588
